ImageID,distance,location
5173,220,"[325, 208]"
5174,279,"[211, 463]"
5175,460,"[266, 301]"
5176,440,"[235, 408]"
5177,92,"[225, 337]"
5178,76,"[273, 198]"
5179,466,"[288, 415]"
5180,96,"[204, 410]"
5181,393,"[230, 153]"
5182,361,"[274, 269]"
5183,304,"[321, 266]"
5184,200,"[286, 490]"
5185,472,"[282, 250]"
5186,95,"[275, 306]"
5187,218,"[238, 79]"
5188,427,"[245, 156]"
5189,281,"[312, 388]"
5190,353,"[284, 433]"
5191,453,"[206, 428]"
5192,392,"[216, 489]"
5193,386,"[205, 484]"
5194,147,"[224, 194]"
5195,81,"[298, 225]"
5196,339,"[322, 210]"
5197,347,"[258, 131]"
5198,427,"[263, 134]"
5199,107,"[220, 200]"
5200,416,"[269, 219]"
5201,288,"[238, 79]"
5202,272,"[311, 83]"
5203,96,"[289, 380]"
5204,358,"[280, 152]"
5205,229,"[297, 165]"
5206,327,"[249, 175]"
5207,313,"[282, 374]"
5208,406,"[267, 405]"
5209,260,"[257, 287]"
5210,437,"[310, 216]"
5211,436,"[278, 103]"
5212,161,"[277, 369]"
5213,121,"[325, 116]"
5214,205,"[207, 424]"
5215,141,"[241, 328]"
5216,203,"[209, 425]"
5217,92,"[294, 378]"
5218,258,"[204, 84]"
5219,281,"[272, 421]"
5220,278,"[259, 409]"
5221,287,"[305, 327]"
5222,381,"[290, 116]"
5223,222,"[306, 451]"
5224,107,"[223, 127]"
5225,442,"[320, 440]"
5226,202,"[276, 147]"
5227,458,"[237, 83]"
5228,323,"[257, 279]"
5229,75,"[302, 198]"
5230,113,"[310, 125]"
5231,223,"[324, 76]"
5232,363,"[229, 334]"
5233,234,"[308, 242]"
5234,176,"[231, 401]"
5235,348,"[225, 202]"
5236,64,"[230, 457]"
5237,268,"[282, 138]"
5238,179,"[283, 315]"
5239,187,"[307, 208]"
5240,252,"[234, 267]"
5241,234,"[309, 389]"
5242,403,"[256, 410]"
5243,335,"[238, 396]"
5244,118,"[283, 78]"
5245,203,"[228, 196]"
5246,87,"[228, 485]"
5247,185,"[307, 476]"
5248,489,"[310, 474]"
5249,288,"[318, 88]"
5250,433,"[302, 466]"
5251,352,"[247, 126]"
5252,299,"[315, 146]"
5253,103,"[249, 125]"
5254,195,"[201, 425]"
5255,288,"[283, 308]"
5256,390,"[306, 459]"
5257,109,"[312, 91]"
5258,355,"[257, 431]"
5259,110,"[293, 88]"
5260,465,"[262, 214]"
5261,231,"[309, 475]"
5262,190,"[303, 301]"
5263,429,"[283, 71]"
5264,327,"[274, 407]"
5265,295,"[256, 469]"
5266,117,"[287, 429]"
5267,154,"[252, 142]"
5268,73,"[269, 219]"
5269,432,"[264, 86]"
5270,203,"[213, 323]"
5271,456,"[243, 253]"
5272,192,"[246, 92]"
5273,410,"[280, 372]"
5274,99,"[281, 128]"
5275,341,"[263, 127]"
5276,189,"[321, 238]"
5277,426,"[328, 495]"
5278,345,"[213, 409]"
5279,332,"[298, 487]"
5280,125,"[234, 176]"
5281,187,"[246, 344]"
5282,82,"[213, 342]"
5283,390,"[238, 71]"
5284,343,"[317, 103]"
5285,442,"[224, 228]"
5286,471,"[261, 205]"
5287,309,"[293, 61]"
5288,115,"[327, 156]"
5289,352,"[234, 69]"
5290,96,"[312, 242]"
5291,168,"[218, 165]"
5292,443,"[229, 280]"
5293,442,"[308, 250]"
5294,230,"[293, 73]"
5295,91,"[267, 100]"
5296,268,"[264, 207]"
5297,343,"[243, 302]"
5298,90,"[232, 406]"
5299,327,"[281, 247]"
5300,99,"[226, 206]"
5301,372,"[227, 390]"
5302,233,"[284, 252]"
5303,228,"[264, 428]"
5304,325,"[323, 268]"
5305,317,"[287, 90]"
5306,203,"[228, 465]"
5307,447,"[284, 130]"
5308,66,"[301, 102]"
5309,263,"[255, 242]"
5310,466,"[231, 444]"
5311,443,"[330, 65]"
5312,434,"[210, 298]"
5313,320,"[262, 379]"
5314,235,"[304, 467]"
5315,336,"[292, 212]"
5316,441,"[260, 188]"
5317,299,"[225, 323]"
5318,159,"[297, 478]"
5319,225,"[286, 432]"
5320,294,"[284, 472]"
5321,105,"[330, 127]"
5322,203,"[257, 183]"
5323,476,"[321, 285]"
5324,329,"[271, 149]"
5325,414,"[312, 106]"
5326,375,"[297, 499]"
5327,70,"[277, 425]"
5328,466,"[275, 71]"
5329,145,"[293, 260]"
5330,338,"[209, 404]"
5331,68,"[299, 228]"
5332,341,"[283, 370]"
5333,214,"[245, 388]"
5334,141,"[230, 301]"
5335,73,"[291, 92]"
5336,350,"[256, 210]"
5337,429,"[275, 137]"
5338,122,"[311, 394]"
5339,274,"[240, 399]"
5340,486,"[265, 156]"
5341,317,"[278, 423]"
5342,336,"[291, 319]"
5343,406,"[253, 226]"
5344,114,"[303, 404]"
5345,489,"[323, 317]"
5346,314,"[233, 486]"
5347,117,"[309, 389]"
5348,97,"[256, 309]"
5349,207,"[266, 127]"
5350,125,"[237, 293]"
5351,247,"[298, 318]"
5352,391,"[307, 372]"
5353,220,"[325, 125]"
5354,298,"[233, 216]"
5355,371,"[232, 276]"
5356,227,"[253, 174]"
5357,92,"[270, 328]"
5358,218,"[253, 96]"
5359,265,"[278, 352]"
5360,267,"[323, 178]"
5361,348,"[328, 80]"
5362,207,"[251, 360]"
5363,282,"[220, 376]"
5364,252,"[271, 236]"
5365,486,"[288, 261]"
5366,86,"[307, 62]"
5367,90,"[303, 368]"
5368,477,"[297, 191]"
5369,198,"[219, 320]"
5370,448,"[232, 384]"
5371,112,"[310, 79]"
5372,136,"[290, 300]"
5373,187,"[257, 351]"
5374,488,"[313, 85]"
5375,314,"[277, 466]"
5376,268,"[218, 201]"
5377,394,"[275, 327]"
5378,465,"[257, 162]"
5379,100,"[209, 247]"
5380,459,"[263, 410]"
5381,479,"[278, 356]"
5382,79,"[276, 286]"
5383,163,"[247, 141]"
5384,394,"[220, 383]"
5385,201,"[321, 250]"
5386,213,"[246, 476]"
5387,465,"[267, 357]"
5388,436,"[220, 225]"
5389,278,"[249, 230]"
5390,481,"[284, 419]"
5391,80,"[233, 271]"
5392,201,"[225, 417]"
5393,293,"[218, 398]"
5394,98,"[288, 443]"
5395,268,"[218, 346]"
5396,88,"[328, 167]"
5397,98,"[250, 404]"
5398,80,"[324, 226]"
5399,321,"[207, 447]"
5400,381,"[308, 299]"
5401,213,"[328, 485]"
5402,127,"[295, 406]"
5403,314,"[327, 338]"
5404,155,"[259, 316]"
5405,289,"[248, 230]"
5406,287,"[265, 156]"
5407,152,"[300, 165]"
5408,296,"[309, 251]"
5409,409,"[229, 292]"
5410,154,"[211, 221]"
5411,489,"[262, 131]"
5412,108,"[316, 131]"
5413,283,"[246, 305]"
5414,153,"[291, 151]"
5415,263,"[227, 187]"
5416,317,"[305, 249]"
5417,323,"[278, 114]"
5418,438,"[323, 231]"
5419,447,"[307, 359]"
5420,366,"[308, 263]"
5421,147,"[239, 111]"
5422,226,"[213, 184]"
5423,435,"[214, 308]"
5424,193,"[242, 435]"
5425,252,"[295, 138]"
5426,456,"[269, 226]"
5427,187,"[203, 320]"
5428,152,"[234, 65]"
5429,229,"[205, 259]"
5430,258,"[265, 140]"
5431,159,"[276, 231]"
5432,104,"[235, 426]"
5433,203,"[240, 259]"
5434,340,"[250, 120]"
5435,361,"[211, 449]"
5436,456,"[291, 318]"
5437,411,"[314, 351]"
5438,154,"[234, 136]"
5439,328,"[315, 468]"
5440,243,"[281, 200]"
5441,77,"[287, 280]"
5442,96,"[295, 263]"
5443,133,"[304, 484]"
5444,230,"[238, 158]"
5445,127,"[315, 329]"
5446,381,"[323, 64]"
5447,241,"[302, 137]"
5448,198,"[295, 332]"
5449,327,"[271, 241]"
5450,439,"[245, 366]"
5451,422,"[319, 142]"
5452,423,"[219, 251]"
5453,355,"[252, 203]"
5454,451,"[299, 351]"
5455,130,"[247, 354]"
5456,115,"[206, 295]"
5457,131,"[245, 296]"
5458,93,"[314, 135]"
5459,484,"[270, 328]"
5460,204,"[327, 236]"
5461,200,"[318, 507]"
5462,431,"[213, 149]"
5463,238,"[299, 431]"
5464,407,"[266, 442]"
5465,219,"[297, 220]"
5466,136,"[298, 231]"
5467,285,"[238, 380]"
5468,387,"[299, 345]"
5469,195,"[280, 390]"
5470,409,"[236, 139]"
5471,211,"[283, 249]"
5472,352,"[314, 78]"
5473,337,"[247, 380]"
5474,246,"[326, 325]"
5475,404,"[218, 403]"
5476,317,"[252, 155]"
5477,129,"[287, 337]"
5478,158,"[259, 208]"
5479,211,"[221, 331]"
5480,92,"[304, 403]"
5481,181,"[312, 255]"
5482,159,"[208, 143]"
5483,219,"[284, 231]"
5484,390,"[206, 262]"
5485,396,"[318, 210]"
5486,371,"[212, 79]"
5487,337,"[256, 129]"
5488,476,"[286, 496]"
5489,316,"[250, 148]"
5490,323,"[243, 101]"
5491,381,"[242, 420]"
5492,361,"[326, 320]"
5493,149,"[288, 329]"
5494,89,"[237, 375]"
5495,260,"[252, 444]"
5496,362,"[246, 99]"
5497,339,"[295, 127]"
5498,346,"[267, 149]"
5499,246,"[251, 335]"
5500,386,"[301, 156]"
5501,260,"[254, 60]"
5502,347,"[247, 332]"
5503,470,"[276, 405]"
5504,397,"[260, 426]"
5505,297,"[248, 227]"
5506,221,"[266, 319]"
5507,97,"[324, 152]"
5508,466,"[308, 126]"
5509,165,"[313, 312]"
5510,254,"[302, 133]"
5511,146,"[217, 207]"
5512,84,"[260, 169]"
5513,71,"[283, 132]"
5514,63,"[234, 234]"
5515,285,"[268, 129]"
5516,177,"[291, 330]"
5517,432,"[324, 399]"
5518,491,"[236, 502]"
5519,266,"[222, 110]"
5520,159,"[303, 168]"
5521,272,"[214, 155]"
5522,452,"[322, 76]"
5523,426,"[270, 215]"
5524,82,"[301, 118]"
5525,394,"[209, 146]"
5526,318,"[310, 277]"
5527,430,"[238, 412]"
5528,89,"[222, 315]"
5529,420,"[230, 357]"
5530,288,"[269, 303]"
5531,256,"[313, 478]"
5532,109,"[204, 96]"
5533,170,"[267, 301]"
5534,403,"[214, 205]"
5535,201,"[240, 263]"
5536,483,"[277, 386]"
5537,460,"[212, 176]"
5538,292,"[291, 97]"
5539,332,"[319, 404]"
5540,333,"[314, 382]"
5541,348,"[243, 168]"
5542,87,"[311, 157]"
5543,488,"[276, 472]"
5544,457,"[257, 447]"
5545,119,"[207, 379]"
5546,446,"[308, 412]"
5547,143,"[255, 246]"
5548,431,"[204, 135]"
5549,393,"[264, 391]"
5550,318,"[210, 119]"
5551,69,"[284, 324]"
5552,149,"[324, 359]"
5553,183,"[271, 440]"
5554,368,"[274, 155]"
5555,336,"[243, 76]"
5556,291,"[209, 147]"
5557,276,"[271, 443]"
5558,392,"[325, 230]"
5559,129,"[320, 291]"
5560,324,"[298, 416]"
5561,318,"[234, 76]"
5562,122,"[309, 489]"
5563,376,"[275, 448]"
5564,405,"[309, 74]"
5565,109,"[321, 133]"
5566,268,"[247, 354]"
5567,375,"[275, 162]"
5568,80,"[224, 466]"
5569,340,"[254, 478]"
5570,202,"[209, 469]"
5571,72,"[320, 271]"
5572,431,"[292, 106]"
5573,456,"[281, 80]"
5574,132,"[303, 220]"
5575,98,"[322, 235]"
5576,396,"[242, 63]"
5577,392,"[231, 252]"
5578,397,"[220, 68]"
5579,160,"[318, 251]"
5580,212,"[237, 207]"
5581,182,"[206, 282]"
5582,315,"[257, 290]"
5583,350,"[235, 121]"
5584,445,"[286, 237]"
5585,220,"[281, 233]"
5586,283,"[286, 396]"
5587,94,"[223, 504]"
5588,215,"[250, 279]"
5589,140,"[309, 361]"
5590,384,"[213, 172]"
5591,459,"[310, 197]"
5592,467,"[256, 291]"
5593,282,"[214, 418]"
5594,473,"[289, 101]"
5595,357,"[249, 500]"
5596,260,"[225, 493]"
5597,410,"[216, 405]"
5598,184,"[298, 293]"
5599,263,"[289, 359]"
5600,152,"[302, 374]"
5601,227,"[284, 168]"
5602,196,"[240, 489]"
5603,253,"[319, 92]"
5604,120,"[252, 70]"
5605,278,"[239, 129]"
5606,236,"[299, 142]"
5607,348,"[206, 411]"
5608,190,"[220, 288]"
5609,161,"[228, 354]"
5610,322,"[202, 124]"
5611,464,"[221, 378]"
5612,109,"[261, 186]"
5613,94,"[228, 94]"
5614,367,"[315, 255]"
5615,275,"[244, 443]"
5616,422,"[221, 362]"
5617,176,"[262, 134]"
5618,152,"[260, 241]"
5619,396,"[317, 430]"
5620,267,"[214, 83]"
5621,432,"[222, 343]"
5622,348,"[248, 483]"
5623,314,"[292, 302]"
5624,62,"[279, 144]"
5625,267,"[268, 413]"
5626,94,"[325, 376]"
5627,119,"[274, 378]"
5628,369,"[275, 212]"
5629,231,"[324, 259]"
5630,424,"[276, 387]"
5631,476,"[310, 190]"
5632,399,"[246, 175]"
5633,469,"[208, 400]"
5634,93,"[321, 79]"
5635,335,"[251, 450]"
5636,138,"[310, 365]"
5637,93,"[257, 395]"
5638,154,"[280, 379]"
5639,64,"[228, 71]"
5640,442,"[266, 66]"
5641,141,"[263, 295]"
5642,123,"[216, 160]"
5643,74,"[284, 256]"
5644,296,"[265, 131]"
5645,151,"[218, 305]"
5646,328,"[245, 483]"
5647,256,"[230, 212]"
5648,240,"[237, 87]"
5649,168,"[248, 293]"
5650,176,"[296, 152]"
5651,262,"[264, 170]"
5652,87,"[211, 377]"
5653,407,"[241, 339]"
5654,269,"[266, 361]"
5655,331,"[247, 276]"
5656,298,"[275, 144]"
5657,227,"[262, 356]"
5658,83,"[237, 316]"
5659,102,"[300, 315]"
5660,461,"[301, 343]"
5661,442,"[266, 371]"
5662,448,"[318, 440]"
5663,265,"[208, 271]"
5664,451,"[287, 474]"
5665,346,"[318, 91]"
5666,358,"[209, 110]"
5667,361,"[295, 466]"
5668,153,"[314, 326]"
5669,161,"[238, 254]"
5670,204,"[316, 318]"
5671,174,"[315, 394]"
5672,139,"[287, 116]"
5673,424,"[255, 425]"
5674,455,"[289, 120]"
5675,118,"[259, 371]"
5676,310,"[240, 263]"
5677,328,"[264, 320]"
5678,255,"[254, 200]"
5679,377,"[300, 308]"
5680,284,"[258, 414]"
5681,111,"[211, 379]"
5682,165,"[288, 202]"
5683,126,"[277, 394]"
5684,104,"[270, 157]"
5685,65,"[295, 362]"
5686,376,"[210, 389]"
5687,345,"[217, 291]"
5688,67,"[227, 311]"
5689,438,"[290, 246]"
5690,297,"[208, 136]"
5691,274,"[311, 265]"
5692,125,"[222, 331]"
5693,149,"[209, 478]"
5694,332,"[282, 224]"
5695,446,"[246, 185]"
5696,317,"[302, 226]"
5697,479,"[231, 356]"
5698,341,"[317, 179]"
5699,373,"[305, 233]"
5700,243,"[309, 289]"
5701,211,"[276, 470]"
5702,356,"[298, 148]"
5703,413,"[295, 323]"
5704,474,"[214, 194]"
5705,371,"[261, 482]"
5706,306,"[331, 77]"
5707,73,"[241, 476]"
5708,430,"[319, 103]"
5709,111,"[316, 465]"
5710,156,"[216, 324]"
5711,268,"[210, 65]"
5712,131,"[294, 208]"
5713,105,"[219, 295]"
5714,137,"[234, 68]"
5715,150,"[270, 325]"
5716,392,"[202, 226]"
5717,154,"[231, 336]"
5718,270,"[272, 146]"
5719,316,"[302, 489]"
5720,253,"[256, 182]"
5721,117,"[224, 79]"
5722,354,"[237, 350]"
5723,210,"[263, 342]"
5724,327,"[256, 347]"
5725,396,"[309, 77]"
5726,407,"[325, 190]"
5727,481,"[311, 370]"
5728,425,"[202, 219]"
5729,359,"[209, 261]"
5730,486,"[203, 120]"
5731,307,"[303, 422]"
5732,113,"[224, 359]"
5733,159,"[203, 268]"
5734,297,"[250, 292]"
5735,409,"[242, 472]"
5736,295,"[275, 483]"
5737,439,"[329, 410]"
5738,364,"[280, 263]"
5739,273,"[227, 279]"
5740,215,"[264, 462]"
5741,117,"[317, 412]"
5742,450,"[288, 403]"
5743,112,"[207, 347]"
5744,433,"[227, 330]"
5745,122,"[257, 468]"
5746,214,"[209, 259]"
5747,224,"[244, 390]"
5748,325,"[262, 350]"
5749,446,"[235, 154]"
5750,432,"[254, 415]"
5751,96,"[306, 169]"
5752,195,"[244, 273]"
5753,286,"[207, 322]"
5754,187,"[238, 157]"
5755,278,"[270, 314]"
5756,448,"[298, 231]"
5757,129,"[244, 79]"
5758,432,"[207, 84]"
5759,325,"[205, 332]"
5760,309,"[225, 362]"
5761,360,"[234, 452]"
5762,211,"[261, 282]"
5763,170,"[212, 342]"
5764,430,"[233, 260]"
5765,112,"[216, 374]"
5766,476,"[235, 255]"
5767,460,"[219, 175]"
5768,318,"[271, 171]"
5769,291,"[318, 85]"
5770,137,"[244, 448]"
5771,300,"[246, 119]"
5772,380,"[303, 395]"
5773,132,"[239, 124]"
5774,190,"[318, 330]"
5775,462,"[230, 403]"
5776,439,"[260, 307]"
5777,374,"[203, 229]"
5778,233,"[217, 99]"
5779,95,"[319, 426]"
5780,121,"[204, 242]"
5781,372,"[253, 106]"
5782,113,"[226, 300]"
5783,298,"[245, 182]"
5784,252,"[226, 383]"
5785,103,"[267, 491]"
5786,70,"[244, 457]"
5787,106,"[271, 222]"
5788,251,"[316, 320]"
5789,268,"[298, 372]"
5790,429,"[241, 378]"
5791,264,"[312, 212]"
5792,397,"[231, 182]"
5793,153,"[311, 371]"
5794,111,"[210, 119]"
5795,85,"[276, 486]"
5796,167,"[214, 482]"
5797,453,"[312, 88]"
5798,396,"[276, 342]"
5799,481,"[247, 151]"
5800,374,"[296, 412]"
5801,213,"[300, 446]"
5802,287,"[247, 194]"
5803,454,"[239, 135]"
5804,458,"[296, 476]"
5805,417,"[235, 134]"
5806,84,"[246, 192]"
5807,323,"[215, 88]"
5808,124,"[227, 76]"
5809,347,"[299, 353]"
5810,165,"[295, 456]"
5811,280,"[312, 405]"
5812,178,"[252, 323]"
5813,203,"[299, 109]"
5814,141,"[308, 314]"
5815,336,"[245, 295]"
5816,279,"[244, 123]"
5817,106,"[260, 231]"
5818,335,"[313, 181]"
5819,316,"[239, 143]"
5820,339,"[218, 295]"
5821,175,"[273, 370]"
5822,333,"[256, 443]"
5823,285,"[271, 440]"
5824,482,"[328, 344]"
5825,397,"[246, 222]"
5826,465,"[233, 109]"
5827,460,"[318, 241]"
5828,430,"[319, 85]"
5829,314,"[223, 233]"
5830,209,"[246, 428]"
5831,311,"[295, 478]"
5832,196,"[221, 158]"
5833,293,"[214, 279]"
5834,220,"[295, 203]"
5835,361,"[256, 438]"
5836,237,"[318, 452]"
5837,398,"[302, 344]"
5838,249,"[211, 378]"
5839,479,"[223, 388]"
5840,438,"[214, 392]"
5841,74,"[302, 314]"
5842,433,"[283, 471]"
5843,334,"[290, 358]"
5844,95,"[215, 328]"
5845,337,"[330, 108]"
5846,264,"[249, 182]"
5847,298,"[285, 190]"
5848,301,"[208, 483]"
5849,283,"[296, 339]"
5850,80,"[291, 470]"
5851,446,"[212, 368]"
5852,140,"[329, 269]"
5853,113,"[305, 95]"
5854,479,"[225, 374]"
5855,344,"[288, 134]"
5856,328,"[252, 418]"
5857,402,"[301, 313]"
5858,478,"[290, 281]"
5859,266,"[205, 485]"
5860,327,"[266, 229]"
5861,227,"[286, 146]"
5862,141,"[305, 433]"
5863,240,"[315, 342]"
5864,425,"[202, 170]"
5865,276,"[272, 335]"
5866,415,"[217, 131]"
5867,217,"[318, 408]"
5868,421,"[314, 167]"
5869,361,"[278, 387]"
5870,393,"[295, 116]"
5871,450,"[300, 75]"
5872,263,"[294, 466]"
5873,337,"[262, 172]"
5874,165,"[235, 327]"
5875,389,"[267, 73]"
5876,354,"[207, 417]"
5877,232,"[317, 214]"
5878,376,"[266, 162]"
5879,108,"[301, 309]"
5880,181,"[270, 334]"
5881,105,"[313, 260]"
5882,119,"[210, 373]"
5883,341,"[207, 264]"
5884,181,"[205, 405]"
5885,145,"[203, 392]"
5886,92,"[289, 203]"
5887,231,"[225, 481]"
5888,436,"[248, 128]"
5889,116,"[271, 296]"
5890,401,"[308, 345]"
5891,133,"[252, 350]"
5892,272,"[319, 419]"
5893,199,"[263, 387]"
5894,72,"[277, 173]"
5895,266,"[244, 393]"
5896,238,"[223, 119]"
5897,81,"[308, 137]"
5898,118,"[219, 496]"
5899,295,"[220, 472]"
5900,253,"[292, 107]"
5901,117,"[239, 211]"
5902,160,"[281, 292]"
5903,410,"[299, 324]"
5904,186,"[271, 58]"
5905,215,"[328, 152]"
5906,455,"[297, 313]"
5907,390,"[222, 165]"
5908,312,"[237, 371]"
5909,402,"[306, 180]"
5910,291,"[300, 302]"
5911,250,"[311, 235]"
5912,182,"[227, 439]"
5913,456,"[225, 147]"
5914,126,"[257, 400]"
5915,104,"[226, 417]"
5916,374,"[270, 272]"
5917,310,"[206, 434]"
5918,159,"[319, 118]"
5919,478,"[223, 136]"
5920,450,"[316, 155]"
5921,126,"[273, 319]"
5922,413,"[235, 63]"
5923,200,"[253, 174]"
5924,136,"[215, 182]"
5925,180,"[311, 335]"
5926,402,"[293, 210]"
5927,354,"[275, 442]"
5928,329,"[301, 299]"
5929,225,"[258, 142]"
5930,105,"[205, 283]"
5931,422,"[216, 146]"
5932,97,"[288, 219]"
5933,151,"[237, 424]"
5934,377,"[204, 430]"
5935,152,"[321, 277]"
5936,468,"[324, 219]"
5937,147,"[226, 415]"
5938,438,"[207, 389]"
5939,328,"[278, 145]"
5940,228,"[243, 336]"
5941,162,"[303, 193]"
5942,255,"[289, 185]"
5943,209,"[241, 374]"
5944,406,"[240, 433]"
5945,259,"[283, 86]"
5946,202,"[307, 292]"
5947,361,"[256, 234]"
5948,140,"[301, 239]"
5949,228,"[230, 289]"
5950,230,"[222, 203]"
5951,290,"[234, 243]"
5952,414,"[201, 441]"
5953,253,"[267, 303]"
5954,456,"[322, 216]"
5955,388,"[328, 221]"
5956,289,"[250, 386]"
5957,72,"[262, 352]"
5958,289,"[329, 77]"
5959,211,"[214, 400]"
5960,352,"[214, 315]"
5961,260,"[250, 210]"
5962,396,"[294, 465]"
5963,475,"[291, 129]"
5964,309,"[211, 357]"
5965,145,"[218, 319]"
5966,95,"[274, 310]"
5967,307,"[213, 355]"
5968,387,"[201, 283]"
5969,424,"[214, 101]"
5970,418,"[269, 94]"
5971,270,"[307, 471]"
5972,346,"[202, 408]"
5973,134,"[299, 435]"
5974,161,"[244, 276]"
5975,168,"[286, 453]"
5976,244,"[225, 65]"
5977,404,"[222, 211]"
5978,109,"[322, 366]"
5979,305,"[233, 472]"
5980,214,"[229, 192]"
5981,350,"[206, 378]"
5982,368,"[275, 418]"
5983,285,"[252, 279]"
5984,266,"[244, 228]"
5985,402,"[212, 269]"
5986,179,"[299, 176]"
5987,394,"[237, 274]"
5988,133,"[314, 163]"
5989,227,"[250, 230]"
5990,380,"[239, 372]"
5991,269,"[267, 200]"
5992,84,"[281, 227]"
5993,166,"[264, 72]"
5994,95,"[242, 358]"
5995,252,"[260, 239]"
5996,311,"[264, 218]"
5997,105,"[214, 320]"
5998,267,"[319, 419]"
5999,309,"[313, 396]"
6000,442,"[263, 236]"
6001,209,"[301, 397]"
6002,137,"[265, 118]"
6003,260,"[217, 227]"
6004,178,"[210, 313]"
6005,265,"[296, 113]"
6006,87,"[300, 89]"
6007,384,"[240, 214]"
6008,415,"[203, 229]"
6009,158,"[245, 423]"
6010,435,"[251, 343]"
6011,446,"[321, 194]"
6012,423,"[258, 399]"
6013,323,"[219, 281]"
6014,464,"[263, 244]"
6015,361,"[323, 457]"
6016,458,"[298, 385]"
6017,120,"[286, 278]"
6018,397,"[231, 411]"
6019,224,"[267, 242]"
6020,321,"[229, 435]"
6021,289,"[231, 328]"
6022,221,"[293, 438]"
6023,171,"[317, 336]"
6024,423,"[225, 493]"
6025,98,"[204, 423]"
6026,285,"[283, 223]"
6027,176,"[271, 91]"
6028,333,"[242, 186]"
6029,194,"[271, 195]"
6030,277,"[240, 230]"
6031,434,"[278, 227]"
6032,433,"[288, 88]"
6033,288,"[319, 201]"
6034,483,"[246, 261]"
6035,381,"[243, 158]"
6036,382,"[330, 424]"
6037,72,"[213, 228]"
6038,359,"[304, 105]"
6039,301,"[214, 359]"
6040,164,"[208, 332]"
6041,228,"[315, 238]"
6042,261,"[210, 133]"
6043,211,"[279, 493]"
6044,126,"[274, 112]"
6045,196,"[299, 82]"
6046,88,"[262, 114]"
6047,340,"[307, 205]"
6048,94,"[203, 463]"
6049,447,"[207, 314]"
6050,103,"[221, 122]"
6051,164,"[300, 264]"
6052,268,"[319, 264]"
6053,382,"[308, 196]"
6054,200,"[269, 429]"
6055,277,"[268, 183]"
6056,297,"[284, 73]"
6057,420,"[302, 226]"
6058,218,"[261, 266]"
6059,300,"[327, 459]"
6060,198,"[328, 323]"
6061,269,"[272, 409]"
6062,116,"[300, 119]"
6063,178,"[250, 305]"
6064,434,"[314, 328]"
6065,395,"[259, 436]"
6066,327,"[260, 293]"
6067,319,"[257, 191]"
6068,209,"[318, 359]"
6069,346,"[206, 473]"
6070,476,"[273, 191]"
6071,373,"[308, 142]"
6072,457,"[297, 163]"
6073,327,"[262, 81]"
6074,412,"[327, 302]"
6075,270,"[271, 304]"
6076,371,"[298, 456]"
6077,460,"[211, 189]"
6078,328,"[284, 292]"
6079,83,"[224, 484]"
6080,316,"[276, 368]"
6081,205,"[211, 320]"
6082,147,"[332, 460]"
6083,355,"[270, 114]"
6084,421,"[213, 183]"
6085,381,"[283, 312]"
6086,444,"[297, 61]"
6087,333,"[297, 460]"
6088,292,"[250, 145]"
6089,252,"[256, 404]"
6090,167,"[273, 290]"
6091,304,"[211, 405]"
6092,222,"[319, 384]"
6093,206,"[316, 122]"
6094,470,"[321, 183]"
6095,338,"[244, 339]"
6096,466,"[310, 389]"
6097,427,"[312, 236]"
6098,209,"[289, 338]"
6099,69,"[226, 157]"
6100,112,"[262, 413]"
6101,232,"[234, 503]"
6102,336,"[297, 319]"
6103,260,"[282, 374]"
6104,469,"[291, 343]"
6105,371,"[257, 211]"
6106,186,"[208, 402]"
6107,370,"[327, 164]"
6108,319,"[312, 234]"
6109,394,"[265, 295]"
6110,458,"[301, 158]"
6111,187,"[282, 104]"
6112,376,"[305, 190]"
6113,476,"[230, 308]"
6114,202,"[248, 244]"
6115,327,"[243, 148]"
6116,153,"[316, 117]"
6117,129,"[270, 206]"
6118,355,"[277, 63]"
6119,422,"[282, 460]"
6120,435,"[313, 333]"
6121,349,"[285, 440]"
6122,111,"[313, 428]"
6123,112,"[234, 334]"
6124,363,"[248, 330]"
6125,342,"[264, 187]"
6126,481,"[271, 160]"
6127,338,"[328, 69]"
6128,362,"[322, 272]"
6129,167,"[316, 441]"
6130,218,"[213, 313]"
6131,96,"[308, 79]"
6132,419,"[268, 291]"
6133,264,"[312, 145]"
6134,179,"[220, 183]"
6135,176,"[320, 143]"
6136,310,"[295, 337]"
6137,224,"[264, 367]"
6138,348,"[311, 285]"
6139,418,"[221, 179]"
6140,267,"[262, 143]"
6141,291,"[216, 147]"
6142,435,"[259, 494]"
6143,395,"[247, 326]"
6144,229,"[299, 380]"
6145,194,"[329, 338]"
6146,83,"[300, 166]"
6147,367,"[312, 93]"
6148,237,"[238, 180]"
6149,483,"[223, 280]"
6150,100,"[235, 427]"
6151,185,"[281, 470]"
6152,342,"[218, 133]"
6153,411,"[207, 472]"
6154,86,"[284, 122]"
6155,339,"[224, 175]"
6156,366,"[208, 313]"
6157,403,"[300, 156]"
6158,151,"[230, 338]"
6159,112,"[325, 232]"
6160,467,"[305, 210]"
6161,79,"[238, 491]"
6162,192,"[301, 160]"
6163,117,"[206, 368]"
6164,295,"[256, 163]"
6165,301,"[202, 107]"
6166,350,"[267, 110]"
6167,85,"[304, 304]"
6168,194,"[270, 343]"
6169,273,"[272, 173]"
6170,400,"[251, 352]"
6171,204,"[225, 246]"
